,title,original_language,overview,popularity,production_companies,release_date,budget,revenue,runtime,vote_average,vote_count,poster_path,return,genre_1,genre_2
21485,Night of the Comet,en,"Two girls from the Valley wake up to find that a passing comet has eradicated their world and left behind a mysterious red-dust and a pack of cannibal mutants. With the help of a friendly truck driver the girls save the earth from a villainous ""think tank"" karate chop their way through flesh-eating zombies and of course find time to go to the mall.",7.788,Other,1984-11-16,3000000.0,14418922.0,95.0,6.3,297.0,/iescRW5SbMOgSLQAFFVhn7zTt9K.jpg,4.806307333333334,Comedy,Horror
21498,Pinocchio and the Emperor of the Night,en,Pinocchio and his friends a glow worm and a marionette search for a magic music box putting them in danger from the evil Scalawag and the Emperor of the Night.,7.784,Other,1987-08-06,8000000.0,3261638.0,83.0,5.5,21.0,/5xPvpjR7kYJ93gWXqMdPIR3JI8Y.jpg,0.40770475,Animation,Adventure
21501,Summer Storm,de,Tobi and Achim the pride of the local crew club have been the best of friends for years and are convinced that nothing will ever stand in the way of their friendship. They look forward to the upcoming summer camp and the crew competition. Then the gay team from Berlin arrives and Tobi is totally confused. The evening before the races begin the storm that breaks out is more than meteorlogical...,7.784,Other,2004-09-02,2700000.0,2085166.0,98.0,6.7,169.0,/vvoOOEgSv2kKVxIqTZvFwtPp9eI.jpg,0.7722837037037037,Comedy,Drama
21502,Affliction,en,A small town policeman must investigate a suspicious hunting accident. The investigation and other events result in him slowly disintegrating mentally.,7.784,Other,1998-02-12,6000000.0,6330054.0,114.0,6.4,212.0,/hNu8ePwoRyXDQxhLY4iurCVXAQs.jpg,1.055009,Drama,Mystery
21516,The Weight of Water,en,A newspaper photographer Jean researches the lurid and sensational axe murder of two women in 1873 as an editorial tie-in with a brutal modern double murder. She discovers a cache of papers that appear to give an account of the murders by an eyewitness.,7.781,Other,2000-09-25,16000000.0,109130.0,113.0,5.6,141.0,/zkFW3Vgz6rAds4cvHBke8fryeZ4.jpg,0.006820625,Mystery,Drama
21538,Testament,en,It is just another day in the small town of Hamlin until something disastrous happens. Suddenly news breaks that a series of nuclear warheads has been dropped along the Eastern Seaboard and more locally in California. As people begin coping with the devastating aftermath of the attacks — many suffer radiation poisoning — the Wetherly family tries to survive.,7.777,Other,1983-11-04,1500000.0,2044892.0,90.0,6.4,98.0,/tpIhT4s4OeEPM5sIbsCSiBPzJPv.jpg,1.3632613333333334,Drama,Science Fiction
21540,Unstoppable,en,The deranged military and former CIA agent Dean Cage is in a rehab program trying to forget the traumatic loss of his best friend Scott in Bosnia. When he dates with his girl-friend and Scott's sister Detective Amy Knight in a dinning restaurant he is mistakenly taken as being the CIA agent that is investigating the robbery of the military experiment EX by a man called Sullivan. He is injected with the drug and abducted by the thieves. Amy has six hours to find the also stolen antidote and save Dean's life.,7.776,Other,2004-10-20,20000000.0,1039526.0,96.0,5.4,85.0,/2IGu2f9ItfMuXfM8TuPUizBot1j.jpg,0.0519763,Action,Thriller
21557,Kill Theory,en,Whilst celebrating a graduation at a secluded vacation home a group of college students find themselves targeted by a sadistic killer who forces them to play a deadly game of killing one another in order to survive.,7.771,Other,2009-10-07,6000000.0,397941.0,82.0,5.3,105.0,/hsHMUSA0PepH0bcaClhzIUDZNEA.jpg,0.0663235,Horror,Thriller
21564,Hot Dog... The Movie,en,When a hopeful young American hot-dogger goes pole-to-pole with an arrogant Austrian pro the snow really starts to fly! But as hot as it is on the mountain it gets even hotter off when the pro's ex-girlfriend sets her eyes on the new blood. Who'll win the competition and the girl? Only a race to end all races can determine which skier can really cut the mustard!,7.769,Other,1984-01-13,4506756.0,20307325.0,96.0,4.6,54.0,/qJ4tVNjjapCLigrVJi3ZXNX6xvB.jpg,4.505973920043597,Comedy,Romance
21565,The Paradine Case,en,Attorney Anthony Keane agrees to represent Londonite Mrs. Paradine who has been fingered in her husband's murder. From the start the married lawyer is drawn to the enigmatic beauty and he begins to cast about for a way to exonerate his client. Keane puts the Paradine household servant on the stand suggesting he is the killer. But Keane soon loses his way in the courtroom and his half-baked plan sets off a stunning chain of events.,7.769,Other,1947-12-31,4258000.0,2100000.0,114.0,6.2,200.0,/faUkygLOpVA8roEYNYyQTX3llnJ.jpg,0.4931892907468295,Crime,Drama
21591,Pariah,en,A Brooklyn teenager juggles conflicting identities and risks friendship heartbreak and family in a desperate search for sexual expression.,7.763,Other,2011-12-27,500000.0,769552.0,86.0,6.9,112.0,/lX9Ss9LH3bsAoGWDvsPv4zZG9fa.jpg,1.539104,Drama,
21606,I Am Not Your Negro,en,Working from the text of James Baldwin’s unfinished final novel director Raoul Peck creates a meditation on what it means to be Black in the United States.,7.758,Other,2017-02-03,1000000.0,7123919.0,93.0,7.8,396.0,/zwd0Zti7BvY1mO0mTPzM0fRrtc6.jpg,7.123919,Documentary,
21624,In Enemy Hands,en,At the height of Hitler's infamous U-boat war the crew of the U.S.S. Swordfish were heading home after months at sea. They never made it. Now prisoners of war aboard U-boat 429 a small group of American survivors will find their loyalties put to the ultimate test when they're forced to join their German captors to fight for their very lives.,7.753,Other,2005-04-15,5400000.0,64236.0,94.0,5.9,86.0,/4CQR4giYM3NNzBTpA75Fq8I5rqM.jpg,0.011895555555555555,War,Thriller
21627,Stolen,en,A detective becomes obsessed with solving a child's 50-year-old murder uncovering striking similarities between the case and his son's disappearance.,7.752,Other,2009-10-10,2000000.0,7306.0,97.0,6.1,78.0,/sJzSflTDiGc4E641ex5ADyfdCQ8.jpg,0.003653,Crime,Drama
21629,Roar,en,Roar follows a family who are attacked by various African animals at the secluded home of their keeper.,7.752,Other,1981-11-12,17000000.0,2000000.0,102.0,5.9,91.0,/dFI2504MT4JrhQuzDXNB1zwzt3d.jpg,0.11764705882352941,Adventure,Comedy
21638,Moonlight Mile,en,As he copes with the death of his fiancee along with her parents a young man must figure out what he wants out of life.,7.75,Other,2002-09-09,21000000.0,10011050.0,117.0,6.3,195.0,/2euV4acuuf7HulTNVwkMYSZ6IOp.jpg,0.4767166666666667,Romance,Drama
21640,Alaska,en,Jake Barnes and his two kids Sean and Jessie have moved to Alaska after his wife died. He is a former airline pilot now delivering toilet paper across the mountains. During an emergency delivery in a storm his plane goes down somewhere in the mountains. Annoyed that the authorities aren't doing enough Jessie and Sean set out on an adventure to find their father with the help of a polar bear which they have saved from a ferocious poacher. Conflict ensues.,7.749,Other,1996-08-14,23000000.0,11829959.0,109.0,5.9,111.0,/axcq2Mb4lkfeiZg16i6CgSgm4AG.jpg,0.5143460434782609,Adventure,Family
21644,Elegy,en,"Cultural critic David Kepesh finds his life -- which he indicates is a state of ""emancipated manhood"" -- thrown into tragic disarray by Consuela Castillo a well-mannered student who awakens a sense of sexual possessiveness in her teacher.",7.748,Other,2008-08-08,13000000.0,14894347.0,112.0,6.3,223.0,/8RQNfT6qJgXvSd3slGovgwW5hVj.jpg,1.145719,Drama,Romance
21663,Renaissance,fr,To find Ilona and unlock the secrets of her disappearance Karas must plunge deep into the parallel worlds of corporate espionage organized crime and genetic research - where the truth imprisons whoever finds it first and miracles can be bought but at a great price.,7.744,Other,2006-03-16,18000000.0,1831348.0,105.0,6.6,206.0,/btM2H1pXnudIALp4p6MnTBboRAN.jpg,0.10174155555555556,Action,Animation
21667,Freakonomics,en,Some of the world's most innovative documentary filmmakers will explore the hidden side of everything.,7.742,Other,2010-10-01,3000000.0,103735.0,93.0,6.2,97.0,/uNO9svhhl5BqTlBN7ligl2uvttS.jpg,0.034578333333333336,Documentary,
21695,The Death of Mr. Lazarescu,ro,Mr. Lazarescu is a retired Romanian engineer spending his time in the company of his cats and booze. When he starts feeling unusually ill he first seeks painkillers from his neighbors. It soon becomes apparent that Lazarescu is indeed sick and an ambulance arrives with a nurse who has a few ideas about what could be the problem. However a major traffic accident and poor organization leaves little room in Romanian hospitals for the fading Lazarescu.,7.734,Other,2005-05-17,390000.0,216000.0,150.0,7.2,138.0,/3AUpoPT3y4SjzAJRTdXEwDbS0FA.jpg,0.5538461538461539,Comedy,Drama
21717,Class of 1999,en,"The time is in the future and the youth gang violence is so high that the areas around some schools have become ""free-fire zones"" into which not even the police will venture. When Miles Langford the head of Kennedy High School decides to take his school back from the gangs robotics specialist Dr. Robert Forrest provides ""tactical education units"". These are amazingly human-like androids that have been programmed to teach and are supplied with devastatingly effective solutions to discipline problems. So when the violent out-of-control students of Kennedy High report for class tomorrow they're going to get a real education... in staying alive!",7.729,Other,1990-04-01,5200000.0,2459895.0,99.0,6.1,183.0,/5HkKJhPODjCjVOoGcvHvo7tRgNU.jpg,0.47305673076923077,Science Fiction,Action
21730,Me and Orson Welles,en,New York 1937. A teenager hired to star in Orson Welles' production of Julius Caesar becomes attracted to a career-driven production assistant.,7.726,Other,2009-11-25,25000000.0,2336172.0,114.0,6.4,169.0,/jU7KFn4O1HLgzj9WkkmBkzJNPlN.jpg,0.09344688,Comedy,Drama
21737,You Kill Me,en,While drying out on the West Coast an alcoholic hit man befriends a tart-tongued woman who might just come in handy when it's time for him to return to Buffalo and settle some old scores.,7.724,Other,2007-02-09,4000000.0,3748295.0,90.0,6.1,228.0,/4C5VQVdE2YRBPhpZLnExk1XUzDZ.jpg,0.93707375,Comedy,Crime
21755,Friendly Persuasion,en,The story of a family of Quakers in Indiana in 1862. Their religious sect is strongly opposed to violence and war. It's not easy for them to meet the rules of their religion in everyday life but when Southern troops pass the area they are in real trouble. Should they fight despite their peaceful attitude?,7.716,Other,1956-11-25,3000000.0,8000000.0,137.0,6.5,94.0,/mhsdObvFHoOfgaKAVJUOeK3LiOP.jpg,2.6666666666666665,Drama,History
21761,Silent Rage,en,A mentally ill man in a small Texas town goes on a killing rampage and is fatally wounded by police. When doctors use an experimental serum to bring him back to life the killer develops superhuman strength and the town sheriff must pursue him.,7.714,Other,1982-04-02,4500000.0,10500000.0,103.0,6.0,128.0,/9LwR6SFLuzbbzYgXdGnVHahBqrO.jpg,2.3333333333333335,Action,Horror
21763,Make Your Move,en,A pair of star-crossed dancers in New York find themselves at the center of a bitter rivalry between their brothers' underground dance clubs.,7.713,Other,2013-08-07,15000000.0,1583687.0,110.0,5.9,70.0,/aQ3isQnlHt5Gm5Mo3FgkxXQDlRv.jpg,0.10557913333333334,Music,
21772,Sanju,hi,Sanju explores some of the most crucial chapters from movie star Sanjay Dutt’s dramatic and controversial real life. It gives a lowdown on his tryst with drugs and his trials and tribulations in the Arms Acts case and the 1993 Mumbai blasts.,7.71,Other,2018-06-29,21918618.0,67414985.0,161.0,7.3,148.0,/q1wkN4VQuBTj1AeyTLLz2w6awMA.jpg,3.075695055226566,Drama,Comedy
21773,Gabbar Is Back,hi,A vigilante network taking out corrupt officials draws the notice of the authorities.,7.71,Other,2015-05-01,11000000.0,41000000.0,130.0,7.2,89.0,/21hOPX4SLVkwACuSXgGpbTIixx4.jpg,3.727272727272727,Drama,Action
21776,Neighbors,en,One man's quiet suburban life takes a sickening lurch for the worse when a young couple move into the deserted house next door. From the word go it is obvious these are not the quiet professional types who *should* be living in such a nice street. As more and more unbelievable events unfold our hero starts to question his own sanity... and those of his family.,7.709,Columbia Pictures,1981-12-18,8500000.0,29916207.0,95.0,5.7,117.0,/AcJNrCJoeebP5XCp7RE7per7Ad1.jpg,3.5195537647058823,Comedy,
21782,The Boat,en,A lone fisherman on his daily run finds himself lost in a thick fog which proves impossible to navigate. The worst is yet to come when his encounter with a seemingly abandoned sailboat becomes a fight for survival against an enemy unknown.,7.708,Other,2019-02-22,5000000.0,98559.0,89.0,5.4,86.0,/ccDmzCsv5JWSkl0qygYPIIMcc8d.jpg,0.0197118,Thriller,Mystery
21812,Beyond the Valley of the Dolls,en,An all-female rock group finds fame love and drama when they move to LA in order to claim the lead singer’s inheritance.,7.699,20th Century Fox,1970-07-17,2090000.0,40000000.0,109.0,6.3,154.0,/kmGOF3T35Q6zM1PMmp4Gf0VNX65.jpg,19.138755980861244,Comedy,Drama
21823,A Field in England,en,During the Civil War in 17th-Century England a small group of deserters flee from a raging battle through an overgrown field. They are captured by an alchemist who forces the group to aid him in his search to find a hidden treasure that he believes is buried in the field. Crossing a vast mushroom circle which provides their first meal the group quickly descend into a chaos of arguments fighting and paranoia and as it becomes clear that the treasure might be something other than gold they slowly become victim to the terrifying energies trapped inside the field.,7.696,Other,2013-07-05,300000.0,600000.0,90.0,6.3,206.0,/dKhMJr8yoHVyvxyUiAeIn2hKVdL.jpg,2.0,Drama,History
21854,Nothing in Common,en,On his way up the corporate ladder David Basner confronts his greatest challenge: his father.,7.685,TriStar Pictures,1986-07-29,12000000.0,32324557.0,118.0,6.0,83.0,/lnoNt4m32WaTcbtMFEYWIOcv4Wr.jpg,2.6937130833333334,Drama,Comedy
21871,Leatherheads,en,A light hearted comedy about the beginnings of Professional American Football. When a decorated war hero and college all star is tempted into playing professional football. Everyone see the chance to make some big money but when a reporter digs up some dirt on the war hero... everyone could lose out.,7.68,Other,2008-03-24,58000000.0,41299492.0,114.0,5.8,387.0,/dl2yu8iuwG3dqbpjalm2odadRaH.jpg,0.7120602068965517,Comedy,Romance
